y	showSelected2	group
0.5	District.Contact.Person	613
0.363636363636364	District.Contact.Person	614
0.181818181818182	District.Contact.Person	615
1	District.Contact.Person	616
0	District.Contact.Person	617
1	District.Contact.Person	618
0.666666666666667	District.Contact.Person	619
1	District.Contact.Person	620
0.208333333333333	District.Contact.Person	621
0.166666666666667	District.Contact.Person	622
0.32	District.Contact.Person	623
0.25	District.Contact.Person	624
0.333333333333333	District.Contact.Person	625
0	District.Contact.Person	626
0.6	District.Contact.Person	627
0.5	District.Contact.Person	628
0.75	District.Contact.Person	629
0.75	District.Contact.Person	630
0.5	District.Contact.Person	631
1	District.Contact.Person	632
0.35	District.Contact.Person	633
0.333333333333333	District.Contact.Person	634
0.166666666666667	District.Contact.Person	635
0.636363636363636	District.Contact.Person	636
1	District.Contact.Person	637
1	District.Contact.Person	638
1	District.Contact.Person	639
0.928571428571429	District.Contact.Person	640
1	District.Contact.Person	641
0.888888888888889	District.Contact.Person	642
0.346153846153846	District.Contact.Person	643
0.130434782608696	District.Contact.Person	644
0.111111111111111	District.Contact.Person	645
0	District.Contact.Person	646
0.5	District.Contact.Person	647
0.0909090909090909	District.Contact.Person	648
0.555555555555556	District.Contact.Person	649
0.3	District.Contact.Person	650
0.476190476190476	District.Contact.Person	651
0.5	District.Contact.Person	652
0.166666666666667	District.Contact.Person	653
0.857142857142857	District.Contact.Person	654
0.583333333333333	District.Contact.Person	655
0.5	District.Contact.Person	656
1	District.Contact.Person	657
0.5	District.Contact.Person	658
0.333333333333333	District.Contact.Person	659
1	District.Contact.Person	660
0.186046511627907	District.Contact.Person	661
0.153846153846154	District.Contact.Person	662
0.666666666666667	District.Contact.Person	663
0.149253731343284	District.Contact.Person	664
0.272727272727273	District.Contact.Person	665
0.148936170212766	District.Contact.Person	666
1	District.Contact.Person	667
0.375	District.Contact.Person	668
0.857142857142857	District.Contact.Person	669
0.5	District.Contact.Person	670
0.307692307692308	District.Contact.Person	671
0.833333333333333	District.Contact.Person	672
0.8	District.Contact.Person	673
0.428571428571429	District.Contact.Person	674
0.333333333333333	District.Contact.Person	675
0.4375	District.Contact.Person	676
0.117647058823529	District.Contact.Person	677
0	District.Contact.Person	678
0.666666666666667	District.Contact.Person	679
1	District.Contact.Person	680
0.166666666666667	District.Contact.Person	681
0.833333333333333	District.Contact.Person	682
1	District.Contact.Person	683
1	District.Contact.Person	684
0.666666666666667	District.Contact.Person	685
0.666666666666667	District.Contact.Person	686
0.666666666666667	District.Contact.Person	687
0.857142857142857	District.Contact.Person	688
1	District.Contact.Person	689
1	District.Contact.Person	690
1	District.Contact.Person	691
1	District.Contact.Person	692
1	District.Contact.Person	693
0.434782608695652	District.Contact.Person	694
0.75	District.Contact.Person	695
0.209302325581395	District.Contact.Person	696
0.76	District.Contact.Person	697
1	District.Contact.Person	698
0.642857142857143	District.Contact.Person	699
0.571428571428571	District.Contact.Person	700
0.5	District.Contact.Person	701
0.333333333333333	District.Contact.Person	702
0.0723684210526316	District.Contact.Person	703
0.0192307692307692	District.Contact.Person	704
0.121951219512195	District.Contact.Person	705
0.142857142857143	District.Contact.Person	706
0.0909090909090909	District.Contact.Person	707
0	District.Contact.Person	708
0.0967741935483871	District.Contact.Person	709
0.0606060606060606	District.Contact.Person	710
1	District.Contact.Person	711
1	District.Contact.Person	712
0.5	District.Contact.Person	713
0.294117647058824	District.Contact.Person	714
0.166666666666667	District.Contact.Person	715
0.294117647058824	District.Contact.Person	716
0.6	District.Contact.Person	717
1	District.Contact.Person	718
0.888888888888889	District.Contact.Person	719
1	District.Contact.Person	720
0.5	District.Contact.Person	721
0.5	District.Contact.Person	722
0.125	District.Contact.Person	723
0.888888888888889	District.Contact.Person	724
1	District.Contact.Person	725
1	District.Contact.Person	726
0.785714285714286	District.Contact.Person	727
0.5	District.Contact.Person	728
