fill	x	y	key	tooltip	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FFF5F2	1	-25	Instructional.Leadership	0.0513597814245792	Instructional.Leadership	CWIS	519	0.5	1.5	-25.5	-24.5	#FFF5F2	0
#FFF6F3	1	-22	Instructional.Leadership	0.0470782440279363	Instructional.Leadership	Distance.Learning	520	0.5	1.5	-22.5	-21.5	#FFF6F3	0
#EEE2FF	1	-14	Instructional.Leadership	-0.122695789968061	Instructional.Leadership	Virtual.Learning.Modules.and.or.PowerPoints	521	0.5	1.5	-14.5	-13.5	#EEE2FF	0
#FFECE5	1	-6	Instructional.Leadership	0.100449721516901	Instructional.Leadership	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	522	0.5	1.5	-6.5	-5.5	#FFECE5	0
#FFFEFF	1	-31	Instructional.Leadership	-0.00354017592515732	Instructional.Leadership	Interaction.Type_Virtual	523	0.5	1.5	-31.5	-30.5	#FFFEFF	0
#FFEAE2	1	-19	Instructional.Leadership	0.11020869425619	Instructional.Leadership	Interaction.Type_In-person	524	0.5	1.5	-19.5	-18.5	#FFEAE2	0
#FEFDFF	1	-31	Instructional.Leadership	-0.00908415355442319	Instructional.Leadership	Interaction.Type_In-person and virtual	525	0.5	1.5	-31.5	-30.5	#FEFDFF	0
#FFEEE7	1	-10	Instructional.Leadership	0.0914438373612317	Instructional.Leadership	Interaction.Type_Phone	526	0.5	1.5	-10.5	-9.5	#FFEEE7	0
#FFFCFA	1	-20	Instructional.Leadership	0.0173660191867322	Instructional.Leadership	Interaction.Type_Unknown	527	0.5	1.5	-20.5	-19.5	#FFFCFA	0
#FFEBE3	1	-9	Instructional.Leadership	0.107101498300395	Instructional.Leadership	ETLP_avg	528	0.5	1.5	-9.5	-8.5	#FFEBE3	0
#D4B8FF	1	-4	Interaction.Type_Phone	-0.304859367676273	Interaction.Type_Phone	District.Leadership.Team.Members	529	0.5	1.5	-4.5	-3.5	#D4B8FF	0
#E0CAFF	1	-7	Interaction.Type_Phone	-0.226296147294645	Interaction.Type_Phone	District.Contact.Person	530	0.5	1.5	-7.5	-6.5	#E0CAFF	0
#FAF5FF	1	-24	Interaction.Type_Phone	-0.0410905245215074	Interaction.Type_Phone	Building.Leadership.Team.Members	531	0.5	1.5	-24.5	-23.5	#FAF5FF	0
#FEFCFF	1	-29	Interaction.Type_Phone	-0.0114368438408434	Interaction.Type_Phone	Other.District.Administrators	532	0.5	1.5	-29.5	-28.5	#FEFCFF	0
#FEFCFF	1	-30	Interaction.Type_Phone	-0.0112843093899295	Interaction.Type_Phone	Other.Building.Administrators	533	0.5	1.5	-30.5	-29.5	#FEFCFF	0
#F3EAFF	1	-21	Interaction.Type_Phone	-0.0870018007809418	Interaction.Type_Phone	Building.level.Educators	534	0.5	1.5	-21.5	-20.5	#F3EAFF	0
#FFFFFF	1	-30	Interaction.Type_Phone	0.00106247699300165	Interaction.Type_Phone	RPDC.Director	535	0.5	1.5	-30.5	-29.5	#FFFFFF	0
#F8F2FF	1	-18	Interaction.Type_Phone	-0.0533736081495887	Interaction.Type_Phone	Area.Supervisor	536	0.5	1.5	-18.5	-17.5	#F8F2FF	0
#F8F3FF	1	-6	Interaction.Type_Phone	-0.0523721887045523	Interaction.Type_Phone	Parents	537	0.5	1.5	-6.5	-5.5	#F8F3FF	0
#FFFEFE	1	-30	Interaction.Type_Phone	0.00490767032177342	Interaction.Type_Phone	Collaborative.teams	538	0.5	1.5	-30.5	-29.5	#FFFEFE	0
#FFF4F0	1	-20	Interaction.Type_Phone	0.0575871346764884	Interaction.Type_Phone	Common.formative.assessment	539	0.5	1.5	-20.5	-19.5	#FFF4F0	0
#FFFFFF	1	-31	Interaction.Type_Phone	-0.00121698079963083	Interaction.Type_Phone	Data.based.decision.making	540	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FBF9FF	1	-27	Interaction.Type_Phone	-0.026762226867799	Interaction.Type_Phone	Effective.teaching.learning.practices	541	0.5	1.5	-27.5	-26.5	#FBF9FF	0
#FFEEE7	1	-17	Interaction.Type_Phone	0.0914438373612317	Interaction.Type_Phone	Instructional.Leadership	542	0.5	1.5	-17.5	-16.5	#FFEEE7	0
#FEFEFF	1	-30	Interaction.Type_Phone	-0.00550207640897845	Interaction.Type_Phone	School.based.implementation.coaching	543	0.5	1.5	-30.5	-29.5	#FEFEFF	0
#F9F4FF	1	-20	Interaction.Type_Phone	-0.0455563201526044	Interaction.Type_Phone	Collective.teacher.efficacy	544	0.5	1.5	-20.5	-19.5	#F9F4FF	0
#EFE3FF	1	-16	Interaction.Type_Phone	-0.11959910363568	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	545	0.5	1.5	-16.5	-15.5	#EFE3FF	0
#F5EDFF	1	-20	Interaction.Type_Phone	-0.0752679214633997	Interaction.Type_Phone	Alignment.and.systems.planning	546	0.5	1.5	-20.5	-19.5	#F5EDFF	0
#E1CCFF	1	-6	Interaction.Type_Phone	-0.219310925872424	Interaction.Type_Phone	Practice.profiles	547	0.5	1.5	-6.5	-5.5	#E1CCFF	0
#E1CCFF	1	-10	Interaction.Type_Phone	-0.216232651543969	Interaction.Type_Phone	Self.assessment.practice.profile..SAPP.	548	0.5	1.5	-10.5	-9.5	#E1CCFF	0
#F6EFFF	1	-20	Interaction.Type_Phone	-0.068352619555174	Interaction.Type_Phone	Learning.module.materials..i.e..power.points..handouts.	549	0.5	1.5	-20.5	-19.5	#F6EFFF	0
#ECDDFF	1	-16	Interaction.Type_Phone	-0.143234986393072	Interaction.Type_Phone	DESE.virtual.learning.platform	550	0.5	1.5	-16.5	-15.5	#ECDDFF	0
#FFF9F7	1	-23	Interaction.Type_Phone	0.0313001695662545	Interaction.Type_Phone	Review.of.CFA.data	551	0.5	1.5	-23.5	-22.5	#FFF9F7	0
#DFC9FF	1	-10	Interaction.Type_Phone	-0.230243213885995	Interaction.Type_Phone	CWIS	552	0.5	1.5	-10.5	-9.5	#DFC9FF	0
#FFFDFC	1	-30	Interaction.Type_Phone	0.0102477198185928	Interaction.Type_Phone	Distance.Learning	553	0.5	1.5	-30.5	-29.5	#FFFDFC	0
#FFFEFE	1	-31	Interaction.Type_Phone	0.00472442905422722	Interaction.Type_Phone	Virtual.Learning.Modules.and.or.PowerPoints	554	0.5	1.5	-31.5	-30.5	#FFFEFE	0
#F9F5FF	1	-13	Interaction.Type_Phone	-0.0443033592262638	Interaction.Type_Phone	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	555	0.5	1.5	-13.5	-12.5	#F9F5FF	0
#FFD8CA	1	-2	Interaction.Type_Phone	0.205878569680702	Interaction.Type_Phone	Interaction.Type_Virtual	556	0.5	1.5	-2.5	-1.5	#FFD8CA	0
#FFD9CB	1	-8	Interaction.Type_Phone	0.200162723250323	Interaction.Type_Phone	Interaction.Type_In-person	557	0.5	1.5	-8.5	-7.5	#FFD9CB	0
#FFD8CA	1	-3	Interaction.Type_Phone	0.206125412658692	Interaction.Type_Phone	Interaction.Type_In-person and virtual	558	0.5	1.5	-3.5	-2.5	#FFD8CA	0
#FF0000	1	-1	Interaction.Type_Phone	1	Interaction.Type_Phone	Interaction.Type_Phone	559	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFEFE9	1	-4	Interaction.Type_Phone	0.084502120179992	Interaction.Type_Phone	Interaction.Type_Unknown	560	0.5	1.5	-4.5	-3.5	#FFEFE9	0
#FFF3EE	1	-16	Interaction.Type_Phone	0.0642925704907945	Interaction.Type_Phone	ETLP_avg	561	0.5	1.5	-16.5	-15.5	#FFF3EE	0
#FAF6FF	1	-28	Interaction.Type_Unknown	-0.0397304126895039	Interaction.Type_Unknown	District.Leadership.Team.Members	562	0.5	1.5	-28.5	-27.5	#FAF6FF	0
#F1E7FF	1	-18	Interaction.Type_Unknown	-0.100918896753186	Interaction.Type_Unknown	District.Contact.Person	563	0.5	1.5	-18.5	-17.5	#F1E7FF	0
#FFFAF8	1	-28	Interaction.Type_Unknown	0.0267395571618467	Interaction.Type_Unknown	Building.Leadership.Team.Members	564	0.5	1.5	-28.5	-27.5	#FFFAF8	0
#FFF8F5	1	-22	Interaction.Type_Unknown	0.0380376389210016	Interaction.Type_Unknown	Other.District.Administrators	565	0.5	1.5	-22.5	-21.5	#FFF8F5	0
#FDFCFF	1	-29	Interaction.Type_Unknown	-0.0122190751803561	Interaction.Type_Unknown	Other.Building.Administrators	566	0.5	1.5	-29.5	-28.5	#FDFCFF	0
#FFFDFC	1	-28	Interaction.Type_Unknown	0.0130053819793494	Interaction.Type_Unknown	Building.level.Educators	567	0.5	1.5	-28.5	-27.5	#FFFDFC	0
#FFF2EE	1	-15	Interaction.Type_Unknown	0.0659896971875127	Interaction.Type_Unknown	RPDC.Director	568	0.5	1.5	-15.5	-14.5	#FFF2EE	0
#FFFAF7	1	-26	Interaction.Type_Unknown	0.0287608784909408	Interaction.Type_Unknown	Area.Supervisor	569	0.5	1.5	-26.5	-25.5	#FFFAF7	0
#FEFEFF	1	-27	Interaction.Type_Unknown	-0.00588578978886233	Interaction.Type_Unknown	Parents	570	0.5	1.5	-27.5	-26.5	#FEFEFF	0
#FFF2ED	1	-17	Interaction.Type_Unknown	0.0670519310757609	Interaction.Type_Unknown	Collaborative.teams	571	0.5	1.5	-17.5	-16.5	#FFF2ED	0
#FFF5F2	1	-22	Interaction.Type_Unknown	0.0509997941448018	Interaction.Type_Unknown	Common.formative.assessment	572	0.5	1.5	-22.5	-21.5	#FFF5F2	0
#FFFAF9	1	-26	Interaction.Type_Unknown	0.0245084873042871	Interaction.Type_Unknown	Data.based.decision.making	573	0.5	1.5	-26.5	-25.5	#FFFAF9	0
#FFF5F1	1	-20	Interaction.Type_Unknown	0.0522245896852543	Interaction.Type_Unknown	Effective.teaching.learning.practices	574	0.5	1.5	-20.5	-19.5	#FFF5F1	0
#FFFCFA	1	-29	Interaction.Type_Unknown	0.0173660191867322	Interaction.Type_Unknown	Instructional.Leadership	575	0.5	1.5	-29.5	-28.5	#FFFCFA	0
#FFE7DE	1	-10	Interaction.Type_Unknown	0.12841900981886	Interaction.Type_Unknown	School.based.implementation.coaching	576	0.5	1.5	-10.5	-9.5	#FFE7DE	0
#FFFFFF	1	-31	Interaction.Type_Unknown	-0.00195765108039943	Interaction.Type_Unknown	Collective.teacher.efficacy	577	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FCF9FF	1	-28	Interaction.Type_Unknown	-0.0257391843629454	Interaction.Type_Unknown	MMD.DCI.expectations.logistics.DESE.specifics	578	0.5	1.5	-28.5	-27.5	#FCF9FF	0
#FFFEFE	1	-31	Interaction.Type_Unknown	0.00379970792496289	Interaction.Type_Unknown	Alignment.and.systems.planning	579	0.5	1.5	-31.5	-30.5	#FFFEFE	0
#FEFEFF	1	-31	Interaction.Type_Unknown	-0.00496045019721247	Interaction.Type_Unknown	Practice.profiles	580	0.5	1.5	-31.5	-30.5	#FEFEFF	0
#FCF9FF	1	-30	Interaction.Type_Unknown	-0.0240198399512804	Interaction.Type_Unknown	Self.assessment.practice.profile..SAPP.	581	0.5	1.5	-30.5	-29.5	#FCF9FF	0
#FCFAFF	1	-27	Interaction.Type_Unknown	-0.0204661357531489	Interaction.Type_Unknown	Learning.module.materials..i.e..power.points..handouts.	582	0.5	1.5	-27.5	-26.5	#FCFAFF	0
#F5EDFF	1	-24	Interaction.Type_Unknown	-0.0760262160369044	Interaction.Type_Unknown	DESE.virtual.learning.platform	583	0.5	1.5	-24.5	-23.5	#F5EDFF	0
#FFFEFF	1	-29	Interaction.Type_Unknown	-0.00231427422365059	Interaction.Type_Unknown	Review.of.CFA.data	584	0.5	1.5	-29.5	-28.5	#FFFEFF	0
#F8F3FF	1	-24	Interaction.Type_Unknown	-0.0523306294031051	Interaction.Type_Unknown	CWIS	585	0.5	1.5	-24.5	-23.5	#F8F3FF	0
#FDFBFF	1	-28	Interaction.Type_Unknown	-0.01561993666011	Interaction.Type_Unknown	Distance.Learning	586	0.5	1.5	-28.5	-27.5	#FDFBFF	0
#FCF9FF	1	-29	Interaction.Type_Unknown	-0.0239809402311858	Interaction.Type_Unknown	Virtual.Learning.Modules.and.or.PowerPoints	587	0.5	1.5	-29.5	-28.5	#FCF9FF	0
#FEFDFF	1	-31	Interaction.Type_Unknown	-0.00830900918680279	Interaction.Type_Unknown	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	588	0.5	1.5	-31.5	-30.5	#FEFDFF	0
#FEFDFF	1	-29	Interaction.Type_Unknown	-0.00725890545971078	Interaction.Type_Unknown	Interaction.Type_Virtual	589	0.5	1.5	-29.5	-28.5	#FEFDFF	0
#FFEDE6	1	-23	Interaction.Type_Unknown	0.0940488414560986	Interaction.Type_Unknown	Interaction.Type_In-person	590	0.5	1.5	-23.5	-22.5	#FFEDE6	0
#FCFAFF	1	-27	Interaction.Type_Unknown	-0.0223557312049278	Interaction.Type_Unknown	Interaction.Type_In-person and virtual	591	0.5	1.5	-27.5	-26.5	#FCFAFF	0
#FFEFE9	1	-12	Interaction.Type_Unknown	0.084502120179992	Interaction.Type_Unknown	Interaction.Type_Phone	592	0.5	1.5	-12.5	-11.5	#FFEFE9	0
#FF0000	1	-1	Interaction.Type_Unknown	1	Interaction.Type_Unknown	Interaction.Type_Unknown	593	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFFDFD	1	-30	Interaction.Type_Unknown	0.00843939967406076	Interaction.Type_Unknown	ETLP_avg	594	0.5	1.5	-30.5	-29.5	#FFFDFD	0
#EADBFF	1	-13	Interaction.Type_Virtual	-0.15225498665035	Interaction.Type_Virtual	District.Leadership.Team.Members	595	0.5	1.5	-13.5	-12.5	#EADBFF	0
#E7D7FF	1	-10	Interaction.Type_Virtual	-0.172300896883521	Interaction.Type_Virtual	District.Contact.Person	596	0.5	1.5	-10.5	-9.5	#E7D7FF	0
#FFFEFE	1	-31	Interaction.Type_Virtual	0.00503041856553241	Interaction.Type_Virtual	Building.Leadership.Team.Members	597	0.5	1.5	-31.5	-30.5	#FFFEFE	0
#EEE1FF	1	-11	Interaction.Type_Virtual	-0.125262518277609	Interaction.Type_Virtual	Other.District.Administrators	598	0.5	1.5	-11.5	-10.5	#EEE1FF	0
#FAF7FF	1	-27	Interaction.Type_Virtual	-0.0344781770563908	Interaction.Type_Virtual	Other.Building.Administrators	599	0.5	1.5	-27.5	-26.5	#FAF7FF	0
#F8F3FF	1	-23	Interaction.Type_Virtual	-0.0513763323187332	Interaction.Type_Virtual	Building.level.Educators	600	0.5	1.5	-23.5	-22.5	#F8F3FF	0
#F7F1FF	1	-17	Interaction.Type_Virtual	-0.0602292177354874	Interaction.Type_Virtual	RPDC.Director	601	0.5	1.5	-17.5	-16.5	#F7F1FF	0
#FAF6FF	1	-22	Interaction.Type_Virtual	-0.0365452998232434	Interaction.Type_Virtual	Area.Supervisor	602	0.5	1.5	-22.5	-21.5	#FAF6FF	0
#FFFCFB	1	-21	Interaction.Type_Virtual	0.0162964502317044	Interaction.Type_Virtual	Parents	603	0.5	1.5	-21.5	-20.5	#FFFCFB	0
#FBF9FF	1	-25	Interaction.Type_Virtual	-0.0273190408144202	Interaction.Type_Virtual	Collaborative.teams	604	0.5	1.5	-25.5	-24.5	#FBF9FF	0
#FFF2EE	1	-17	Interaction.Type_Virtual	0.0656466405548126	Interaction.Type_Virtual	Common.formative.assessment	605	0.5	1.5	-17.5	-16.5	#FFF2EE	0
#FFFCFB	1	-30	Interaction.Type_Virtual	0.0149888252718107	Interaction.Type_Virtual	Data.based.decision.making	606	0.5	1.5	-30.5	-29.5	#FFFCFB	0
#FFF2ED	1	-16	Interaction.Type_Virtual	0.0700045236715253	Interaction.Type_Virtual	Effective.teaching.learning.practices	607	0.5	1.5	-16.5	-15.5	#FFF2ED	0
#FFFEFF	1	-31	Interaction.Type_Virtual	-0.00354017592515732	Interaction.Type_Virtual	Instructional.Leadership	608	0.5	1.5	-31.5	-30.5	#FFFEFF	0
#F8F2FF	1	-22	Interaction.Type_Virtual	-0.0541690521361182	Interaction.Type_Virtual	School.based.implementation.coaching	609	0.5	1.5	-22.5	-21.5	#F8F2FF	0
#F8F2FF	1	-18	Interaction.Type_Virtual	-0.0532399977252433	Interaction.Type_Virtual	Collective.teacher.efficacy	610	0.5	1.5	-18.5	-17.5	#F8F2FF	0
#EFE4FF	1	-17	Interaction.Type_Virtual	-0.116006938752566	Interaction.Type_Virtual	MMD.DCI.expectations.logistics.DESE.specifics	611	0.5	1.5	-17.5	-16.5	#EFE4FF	0
#F1E7FF	1	-17	Interaction.Type_Virtual	-0.103276035504157	Interaction.Type_Virtual	Alignment.and.systems.planning	612	0.5	1.5	-17.5	-16.5	#F1E7FF	0
#F8F3FF	1	-21	Interaction.Type_Virtual	-0.0524099343815336	Interaction.Type_Virtual	Practice.profiles	613	0.5	1.5	-21.5	-20.5	#F8F3FF	0
#F1E6FF	1	-18	Interaction.Type_Virtual	-0.105316589105379	Interaction.Type_Virtual	Self.assessment.practice.profile..SAPP.	614	0.5	1.5	-18.5	-17.5	#F1E6FF	0
#F5EDFF	1	-19	Interaction.Type_Virtual	-0.0741889903098984	Interaction.Type_Virtual	Learning.module.materials..i.e..power.points..handouts.	615	0.5	1.5	-19.5	-18.5	#F5EDFF	0
#F5EDFF	1	-22	Interaction.Type_Virtual	-0.0765462141363915	Interaction.Type_Virtual	DESE.virtual.learning.platform	616	0.5	1.5	-22.5	-21.5	#F5EDFF	0
#FAF6FF	1	-20	Interaction.Type_Virtual	-0.0373142581662937	Interaction.Type_Virtual	Review.of.CFA.data	617	0.5	1.5	-20.5	-19.5	#FAF6FF	0
#E9D9FF	1	-14	Interaction.Type_Virtual	-0.160749140809794	Interaction.Type_Virtual	CWIS	618	0.5	1.5	-14.5	-13.5	#E9D9FF	0
#FFEFE9	1	-13	Interaction.Type_Virtual	0.0828111907259866	Interaction.Type_Virtual	Distance.Learning	619	0.5	1.5	-13.5	-12.5	#FFEFE9	0
#FFE8DF	1	-16	Interaction.Type_Virtual	0.121313798124445	Interaction.Type_Virtual	Virtual.Learning.Modules.and.or.PowerPoints	620	0.5	1.5	-16.5	-15.5	#FFE8DF	0
#FFE8DF	1	-4	Interaction.Type_Virtual	0.121310517661426	Interaction.Type_Virtual	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	621	0.5	1.5	-4.5	-3.5	#FFE8DF	0
#FF0000	1	-1	Interaction.Type_Virtual	1	Interaction.Type_Virtual	Interaction.Type_Virtual	622	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFFCFB	1	-29	Interaction.Type_Virtual	0.0138210335064326	Interaction.Type_Virtual	Interaction.Type_In-person	623	0.5	1.5	-29.5	-28.5	#FFFCFB	0
#FFC1AD	1	-1	Interaction.Type_Virtual	0.322750001101318	Interaction.Type_Virtual	Interaction.Type_In-person and virtual	624	0.5	1.5	-1.5	-0.5	#FFC1AD	0
#FFD8CA	1	-7	Interaction.Type_Virtual	0.205878569680702	Interaction.Type_Virtual	Interaction.Type_Phone	625	0.5	1.5	-7.5	-6.5	#FFD8CA	0
#FEFDFF	1	-26	Interaction.Type_Virtual	-0.00725890545971078	Interaction.Type_Virtual	Interaction.Type_Unknown	626	0.5	1.5	-26.5	-25.5	#FEFDFF	0
#FFE8E0	1	-7	Interaction.Type_Virtual	0.119138951574453	Interaction.Type_Virtual	ETLP_avg	627	0.5	1.5	-7.5	-6.5	#FFE8E0	0
#FFF7F4	1	-27	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.040840803165374	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Leadership.Team.Members	628	0.5	1.5	-27.5	-26.5	#FFF7F4	0
#FFF8F6	1	-28	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0349325821978584	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Contact.Person	629	0.5	1.5	-28.5	-27.5	#FFF8F6	0
#F6EEFF	1	-21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.070860562032563	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.Leadership.Team.Members	630	0.5	1.5	-21.5	-20.5	#F6EEFF	0
#FAF5FF	1	-21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0414578871094681	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.District.Administrators	631	0.5	1.5	-21.5	-20.5	#FAF5FF	0
#F9F5FF	1	-25	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0431625588562055	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.Building.Administrators	632	0.5	1.5	-25.5	-24.5	#F9F5FF	0
#F2E7FF	1	-20	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.100274670454982	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.level.Educators	633	0.5	1.5	-20.5	-19.5	#F2E7FF	0
#FFFDFC	1	-24	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0120023424422364	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	RPDC.Director	634	0.5	1.5	-24.5	-23.5	#FFFDFC	0
#FAF6FF	1	-21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0375634434092065	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Area.Supervisor	635	0.5	1.5	-21.5	-20.5	#FAF6FF	0
#FDFCFF	1	-23	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0145248091838924	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Parents	636	0.5	1.5	-23.5	-22.5	#FDFCFF	0
#FEFDFF	1	-29	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.00957121372216322	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collaborative.teams	637	0.5	1.5	-29.5	-28.5	#FEFDFF	0
#FCF9FF	1	-28	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0232553467801637	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Common.formative.assessment	638	0.5	1.5	-28.5	-27.5	#FCF9FF	0
#FFFAF9	1	-27	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0241760026584843	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Data.based.decision.making	639	0.5	1.5	-27.5	-26.5	#FFFAF9	0
#FBF8FF	1	-26	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0307311484084246	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Effective.teaching.learning.practices	640	0.5	1.5	-26.5	-25.5	#FBF8FF	0
#FFECE5	1	-16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.100449721516901	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Instructional.Leadership	641	0.5	1.5	-16.5	-15.5	#FFECE5	0
#FCF9FF	1	-26	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0241536148237779	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	School.based.implementation.coaching	642	0.5	1.5	-26.5	-25.5	#FCF9FF	0
#FFF4EF	1	-13	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0598583746779931	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collective.teacher.efficacy	643	0.5	1.5	-13.5	-12.5	#FFF4EF	0
#FBF8FF	1	-27	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0282136694831834	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	MMD.DCI.expectations.logistics.DESE.specifics	644	0.5	1.5	-27.5	-26.5	#FBF8FF	0
#FFF8F5	1	-21	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0366521890140255	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Alignment.and.systems.planning	645	0.5	1.5	-21.5	-20.5	#FFF8F5	0
#FFF5F1	1	-20	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.0536816546861642	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Practice.profiles	646	0.5	1.5	-20.5	-19.5	#FFF5F1	0
#F5ECFF	1	-22	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0784337028855649	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Self.assessment.practice.profile..SAPP.	647	0.5	1.5	-22.5	-21.5	#F5ECFF	0
#FFE9E0	1	-12	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.117515345023701	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Learning.module.materials..i.e..power.points..handouts.	648	0.5	1.5	-12.5	-11.5	#FFE9E0	0
#FEFCFF	1	-30	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0112646684726068	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	DESE.virtual.learning.platform	649	0.5	1.5	-30.5	-29.5	#FEFCFF	0
#F7F2FF	1	-16	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0568488545629925	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Review.of.CFA.data	650	0.5	1.5	-16.5	-15.5	#F7F2FF	0
#FBF8FF	1	-29	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0282677945412899	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	CWIS	651	0.5	1.5	-29.5	-28.5	#FBF8FF	0
#FFE5DB	1	-3	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.13786431435601	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Distance.Learning	652	0.5	1.5	-3.5	-2.5	#FFE5DB	0
#FFE8DF	1	-15	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.122143822972512	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Virtual.Learning.Modules.and.or.PowerPoints	653	0.5	1.5	-15.5	-14.5	#FFE8DF	0
#FF0000	1	-1	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	1	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	654	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFE8DF	1	-8	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.121310517661426	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_Virtual	655	0.5	1.5	-8.5	-7.5	#FFE8DF	0
#F6F0FF	1	-27	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	-0.0654473777500202	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person	656	0.5	1.5	-27.5	-26.5	#F6F0FF	0
#FFD7CA	1	-2	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	0.206987086789442	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Interaction.Type_In-person and virtual	657	0.5	1.5	-2.5	-1.5	#FFD7CA	0
